"path","clip_1","clip_2","label"
"./data/SFS-Static/ProcessedData/DOW-2150","clip-006","clip-010","1"
"./data/SFS-Static/ProcessedData/CSRB-2230","clip-022","clip-023","1"
"./data/SFS-Static/ProcessedData/Cooley-2906","clip-001","clip-019","1"
"./data/SFS-Static/ProcessedData/GGB-2505","clip-025","clip-008","0"
"./data/SFS-Static/ProcessedData/FMCRB-1050","clip-029","clip-015","0"
"./data/SFS-Static/ProcessedData/GGB-2153","clip-010","clip-009","0"
"./data/SFS-Static/ProcessedData/FXB-1008","clip-008","clip-013","1"
"./data/SFS-Static/ProcessedData/FXB-1109","clip-017","clip-001","0"
"./data/SFS-Static/ProcessedData/Cooley-2906","clip-005","clip-017","1"
"./data/SFS-Static/ProcessedData/EECS-1003","clip-012","clip-004","0"
"./data/SFS-Static/ProcessedData/DOW-2150","clip-000","clip-017","1"
"./data/SFS-Static/ProcessedData/CSRB-2230","clip-019","clip-010","0"
"./data/SFS-Static/ProcessedData/DOW-1006","clip-018","clip-020","1"
"./data/SFS-Static/ProcessedData/Cooley-2918","clip-011","clip-015","0"
"./data/SFS-Static/ProcessedData/FXB-1109","clip-019","clip-015","0"
"./data/SFS-Static/ProcessedData/GGB-2147","clip-011","clip-017","1"
"./data/SFS-Static/ProcessedData/EECS-1311","clip-002","clip-013","1"
"./data/SFS-Static/ProcessedData/NAME-134","clip-019","clip-000","0"
"./data/SFS-Static/ProcessedData/EWRE-185","clip-005","clip-019","1"
"./data/SFS-Static/ProcessedData/Cooley-2906","clip-016","clip-019","1"
"./data/SFS-Static/ProcessedData/FXB-1012","clip-016","clip-002","0"
"./data/SFS-Static/ProcessedData/DOW-1006","clip-023","clip-017","0"
"./data/SFS-Static/ProcessedData/EECS-1500","clip-016","clip-012","0"
"./data/SFS-Static/ProcessedData/Chrysler-220","clip-013","clip-000","0"
"./data/SFS-Static/ProcessedData/EECS-1005","clip-000","clip-013","1"
"./data/SFS-Static/ProcessedData/DOW-1010","clip-014","clip-019","0"
"./data/SFS-Static/ProcessedData/DOW-1006","clip-006","clip-007","1"
"./data/SFS-Static/ProcessedData/DOW-1013","clip-002","clip-014","1"
"./data/SFS-Static/ProcessedData/GGB-2505","clip-006","clip-018","1"
"./data/SFS-Static/ProcessedData/EECS-1005","clip-015","clip-011","0"
"./data/SFS-Static/ProcessedData/EECS-1311","clip-019","clip-012","1"
"./data/SFS-Static/ProcessedData/FXB-1008","clip-019","clip-010","0"
"./data/SFS-Static/ProcessedData/GGB-2505","clip-002","clip-014","0"
"./data/SFS-Static/ProcessedData/GGB-1025","clip-011","clip-016","1"
"./data/SFS-Static/ProcessedData/CSRB-2230","clip-020","clip-004","0"
"./data/SFS-Static/ProcessedData/EECS-1311","clip-019","clip-006","0"
"./data/SFS-Static/ProcessedData/DOW-2150","clip-005","clip-019","1"
"./data/SFS-Static/ProcessedData/EECS-1311","clip-012","clip-004","0"
"./data/SFS-Static/ProcessedData/FMCRB-1050","clip-021","clip-029","1"
"./data/SFS-Static/ProcessedData/GGB-2153","clip-019","clip-005","0"
"./data/SFS-Static/ProcessedData/CSRB-2230","clip-008","clip-003","1"
"./data/SFS-Static/ProcessedData/FMCRB-1050","clip-015","clip-010","0"
"./data/SFS-Static/ProcessedData/EECS-1311","clip-010","clip-005","0"
"./data/SFS-Static/ProcessedData/FMCRB-1050","clip-019","clip-001","0"
"./data/SFS-Static/ProcessedData/NAME-134","clip-015","clip-013","1"
"./data/SFS-Static/ProcessedData/EECS-1311","clip-008","clip-006","0"
"./data/SFS-Static/ProcessedData/EECS-3427","clip-016","clip-004","0"
"./data/SFS-Static/ProcessedData/DOW-1006","clip-007","clip-018","1"
"./data/SFS-Static/ProcessedData/FXB-1032","clip-016","clip-004","0"
"./data/SFS-Static/ProcessedData/Cooley-2918","clip-010","clip-001","0"
"./data/SFS-Static/ProcessedData/DOW-1006","clip-024","clip-004","0"
"./data/SFS-Static/ProcessedData/GGB-1025","clip-004","clip-010","1"
"./data/SFS-Static/ProcessedData/FXB-1012","clip-007","clip-017","1"
"./data/SFS-Static/ProcessedData/DOW-1006","clip-028","clip-020","0"
"./data/SFS-Static/ProcessedData/GGB-2505","clip-012","clip-022","1"
"./data/SFS-Static/ProcessedData/FXB-1032","clip-017","clip-012","0"
"./data/SFS-Static/ProcessedData/DOW-2150","clip-008","clip-002","1"
"./data/SFS-Static/ProcessedData/Cooley-2918","clip-017","clip-000","0"
"./data/SFS-Static/ProcessedData/EECS-1500","clip-018","clip-007","0"
"./data/SFS-Static/ProcessedData/Cooley-2918","clip-011","clip-004","0"
"./data/SFS-Static/ProcessedData/FMCRB-1050","clip-011","clip-028","1"
"./data/SFS-Static/ProcessedData/FXB-1012","clip-007","clip-018","1"
"./data/SFS-Static/ProcessedData/EECS-1005","clip-018","clip-011","0"
"./data/SFS-Static/ProcessedData/DOW-1013","clip-006","clip-016","1"
"./data/SFS-Static/ProcessedData/BBB-1670","clip-008","clip-011","1"
"./data/SFS-Static/ProcessedData/CSRB-2230","clip-010","clip-003","1"
"./data/SFS-Static/ProcessedData/Cooley-2906","clip-013","clip-012","1"
"./data/SFS-Static/ProcessedData/EECS-1005","clip-019","clip-014","1"
"./data/SFS-Static/ProcessedData/BBB-1690","clip-009","clip-019","1"
"./data/SFS-Static/ProcessedData/BBB-1690","clip-002","clip-013","1"
"./data/SFS-Static/ProcessedData/EECS-1500","clip-013","clip-001","0"
"./data/SFS-Static/ProcessedData/GGB-2505","clip-017","clip-028","1"
"./data/SFS-Static/ProcessedData/FXB-1032","clip-002","clip-015","1"
"./data/SFS-Static/ProcessedData/EECS-1311","clip-019","clip-015","1"
"./data/SFS-Static/ProcessedData/Chrysler-220","clip-013","clip-006","0"
"./data/SFS-Static/ProcessedData/EECS-3427","clip-011","clip-004","0"
"./data/SFS-Static/ProcessedData/EECS-1303","clip-018","clip-001","0"
"./data/SFS-Static/ProcessedData/FXB-1012","clip-000","clip-013","1"
"./data/SFS-Static/ProcessedData/GGB-1025","clip-001","clip-006","1"
"./data/SFS-Static/ProcessedData/GGB-2153","clip-006","clip-017","1"
"./data/SFS-Static/ProcessedData/FXB-1109","clip-000","clip-019","1"
"./data/SFS-Static/ProcessedData/Chrysler-220","clip-012","clip-016","0"
"./data/SFS-Static/ProcessedData/Cooley-2906","clip-013","clip-006","0"
"./data/SFS-Static/ProcessedData/Cooley-2906","clip-006","clip-012","1"
"./data/SFS-Static/ProcessedData/FXB-1032","clip-001","clip-014","1"
"./data/SFS-Static/ProcessedData/DOW-1006","clip-012","clip-027","1"
"./data/SFS-Static/ProcessedData/FMCRB-1050","clip-006","clip-019","1"
"./data/SFS-Static/ProcessedData/EECS-1303","clip-017","clip-005","0"
"./data/SFS-Static/ProcessedData/EECS-1500","clip-017","clip-014","1"
"./data/SFS-Static/ProcessedData/EECS-1500","clip-021","clip-002","0"
"./data/SFS-Static/ProcessedData/Cooley-2906","clip-012","clip-000","0"
"./data/SFS-Static/ProcessedData/EECS-1303","clip-004","clip-013","1"
"./data/SFS-Static/ProcessedData/EECS-1500","clip-021","clip-004","0"
"./data/SFS-Static/ProcessedData/Cooley-2906","clip-018","clip-019","1"
"./data/SFS-Static/ProcessedData/EECS-1311","clip-010","clip-011","0"
"./data/SFS-Static/ProcessedData/GGB-1025","clip-012","clip-004","0"
"./data/SFS-Static/ProcessedData/GGB-2505","clip-003","clip-015","1"
"./data/SFS-Static/ProcessedData/GGB-2505","clip-012","clip-018","1"
"./data/SFS-Static/ProcessedData/FXB-1012","clip-008","clip-013","1"
"./data/SFS-Static/ProcessedData/FMCRB-1050","clip-000","clip-027","1"
"./data/SFS-Static/ProcessedData/EECS-1005","clip-019","clip-001","0"
"./data/SFS-Static/ProcessedData/EECS-1311","clip-004","clip-011","1"
"./data/SFS-Static/ProcessedData/FMCRB-1050","clip-026","clip-020","1"
"./data/SFS-Static/ProcessedData/EECS-1500","clip-013","clip-002","0"
"./data/SFS-Static/ProcessedData/EECS-1005","clip-014","clip-003","0"
"./data/SFS-Static/ProcessedData/Chrysler-220","clip-017","clip-009","0"
"./data/SFS-Static/ProcessedData/FXB-1032","clip-018","clip-005","0"
"./data/SFS-Static/ProcessedData/FMCRB-1050","clip-024","clip-006","0"
"./data/SFS-Static/ProcessedData/DOW-2150","clip-015","clip-004","0"
"./data/SFS-Static/ProcessedData/Cooley-2906","clip-018","clip-010","0"
"./data/SFS-Static/ProcessedData/Cooley-2918","clip-010","clip-009","0"
"./data/SFS-Static/ProcessedData/GGB-2505","clip-016","clip-012","0"
"./data/SFS-Static/ProcessedData/FMCRB-1050","clip-001","clip-029","1"
"./data/SFS-Static/ProcessedData/FXB-1012","clip-011","clip-009","0"
"./data/SFS-Static/ProcessedData/EECS-1311","clip-014","clip-003","0"
"./data/SFS-Static/ProcessedData/GGB-2505","clip-019","clip-001","0"
"./data/SFS-Static/ProcessedData/GGB-2153","clip-017","clip-006","0"
"./data/SFS-Static/ProcessedData/EECS-1303","clip-015","clip-017","0"
"./data/SFS-Static/ProcessedData/FMCRB-1050","clip-021","clip-027","0"
"./data/SFS-Static/ProcessedData/FXB-1012","clip-012","clip-016","1"
"./data/SFS-Static/ProcessedData/EECS-1005","clip-015","clip-005","0"
"./data/SFS-Static/ProcessedData/FXB-1109","clip-000","clip-014","1"
"./data/SFS-Static/ProcessedData/Cooley-2918","clip-010","clip-014","1"
"./data/SFS-Static/ProcessedData/GGB-2505","clip-022","clip-007","0"
"./data/SFS-Static/ProcessedData/Cooley-2918","clip-000","clip-018","1"
"./data/SFS-Static/ProcessedData/DOW-1010","clip-009","clip-015","1"
"./data/SFS-Static/ProcessedData/DOW-1010","clip-002","clip-001","0"
"./data/SFS-Static/ProcessedData/BBB-1670","clip-014","clip-002","0"
"./data/SFS-Static/ProcessedData/CSRB-2230","clip-007","clip-021","1"
"./data/SFS-Static/ProcessedData/FXB-1012","clip-011","clip-001","0"
"./data/SFS-Static/ProcessedData/FXB-1012","clip-011","clip-014","1"
"./data/SFS-Static/ProcessedData/DOW-1013","clip-012","clip-010","0"
"./data/SFS-Static/ProcessedData/FXB-1012","clip-015","clip-009","0"
"./data/SFS-Static/ProcessedData/FMCRB-1050","clip-026","clip-010","0"
"./data/SFS-Static/ProcessedData/NAME-134","clip-010","clip-005","0"
"./data/SFS-Static/ProcessedData/BBB-1670","clip-010","clip-004","0"
"./data/SFS-Static/ProcessedData/NAME-134","clip-010","clip-014","1"
"./data/SFS-Static/ProcessedData/Chrysler-220","clip-014","clip-006","0"
"./data/SFS-Static/ProcessedData/BBB-1670","clip-012","clip-002","0"
"./data/SFS-Static/ProcessedData/Chrysler-220","clip-014","clip-015","0"
"./data/SFS-Static/ProcessedData/DOW-2150","clip-019","clip-012","0"
"./data/SFS-Static/ProcessedData/DOW-1010","clip-009","clip-003","0"
"./data/SFS-Static/ProcessedData/BBB-1690","clip-018","clip-014","1"
"./data/SFS-Static/ProcessedData/EECS-1500","clip-010","clip-023","1"
"./data/SFS-Static/ProcessedData/GGB-2153","clip-015","clip-007","0"
"./data/SFS-Static/ProcessedData/CSRB-2230","clip-027","clip-023","1"
"./data/SFS-Static/ProcessedData/Cooley-2906","clip-001","clip-017","1"
"./data/SFS-Static/ProcessedData/CSRB-2246","clip-000","clip-019","1"
"./data/SFS-Static/ProcessedData/DOW-1006","clip-028","clip-018","0"
"./data/SFS-Static/ProcessedData/DOW-1006","clip-026","clip-001","0"
"./data/SFS-Static/ProcessedData/GGB-2147","clip-006","clip-017","1"
"./data/SFS-Static/ProcessedData/GGB-1025","clip-005","clip-016","1"
"./data/SFS-Static/ProcessedData/FXB-1008","clip-015","clip-019","0"
"./data/SFS-Static/ProcessedData/FMCRB-1050","clip-011","clip-029","1"
"./data/SFS-Static/ProcessedData/FMCRB-1050","clip-015","clip-024","1"
"./data/SFS-Static/ProcessedData/BBB-1670","clip-009","clip-016","1"
"./data/SFS-Static/ProcessedData/EECS-1311","clip-013","clip-004","0"
"./data/SFS-Static/ProcessedData/CSRB-2230","clip-021","clip-017","0"
"./data/SFS-Static/ProcessedData/Chrysler-220","clip-008","clip-019","1"
"./data/SFS-Static/ProcessedData/BBB-1670","clip-017","clip-002","0"
"./data/SFS-Static/ProcessedData/DOW-2150","clip-007","clip-004","1"
"./data/SFS-Static/ProcessedData/EECS-3427","clip-007","clip-017","1"
"./data/SFS-Static/ProcessedData/FXB-1008","clip-019","clip-022","1"
"./data/SFS-Static/ProcessedData/BBB-1670","clip-017","clip-008","0"
"./data/SFS-Static/ProcessedData/EECS-1303","clip-015","clip-004","0"
"./data/SFS-Static/ProcessedData/Chrysler-220","clip-014","clip-012","1"
"./data/SFS-Static/ProcessedData/GGB-1025","clip-016","clip-010","0"
"./data/SFS-Static/ProcessedData/BBB-1690","clip-006","clip-012","1"
"./data/SFS-Static/ProcessedData/FXB-1008","clip-022","clip-020","0"
"./data/SFS-Static/ProcessedData/GGB-2153","clip-008","clip-016","1"
"./data/SFS-Static/ProcessedData/GGB-2147","clip-017","clip-019","1"
"./data/SFS-Static/ProcessedData/EECS-1500","clip-015","clip-003","0"
"./data/SFS-Static/ProcessedData/Cooley-2918","clip-012","clip-008","0"
"./data/SFS-Static/ProcessedData/DOW-2150","clip-018","clip-006","0"
"./data/SFS-Static/ProcessedData/DOW-1006","clip-024","clip-029","1"
"./data/SFS-Static/ProcessedData/EECS-1500","clip-019","clip-021","0"
"./data/SFS-Static/ProcessedData/Cooley-2906","clip-002","clip-013","1"
"./data/SFS-Static/ProcessedData/NAME-134","clip-017","clip-019","1"
"./data/SFS-Static/ProcessedData/Chrysler-220","clip-002","clip-004","1"
"./data/SFS-Static/ProcessedData/BBB-1670","clip-006","clip-010","1"
"./data/SFS-Static/ProcessedData/CSRB-2246","clip-018","clip-002","0"
"./data/SFS-Static/ProcessedData/FXB-1109","clip-016","clip-019","1"
"./data/SFS-Static/ProcessedData/FXB-1012","clip-002","clip-015","1"
"./data/SFS-Static/ProcessedData/CSRB-2230","clip-020","clip-026","1"
"./data/SFS-Static/ProcessedData/DOW-1006","clip-021","clip-010","0"
"./data/SFS-Static/ProcessedData/DOW-1006","clip-015","clip-012","0"
"./data/SFS-Static/ProcessedData/FXB-1012","clip-015","clip-008","0"
"./data/SFS-Static/ProcessedData/DOW-2150","clip-005","clip-015","1"
"./data/SFS-Static/ProcessedData/BBB-1670","clip-018","clip-019","1"
"./data/SFS-Static/ProcessedData/NAME-134","clip-010","clip-015","1"
"./data/SFS-Static/ProcessedData/Cooley-2906","clip-010","clip-013","0"
"./data/SFS-Static/ProcessedData/EWRE-185","clip-007","clip-012","1"
"./data/SFS-Static/ProcessedData/DOW-1013","clip-000","clip-010","1"
"./data/SFS-Static/ProcessedData/FXB-1109","clip-010","clip-008","0"
"./data/SFS-Static/ProcessedData/Cooley-2918","clip-015","clip-016","1"
"./data/SFS-Static/ProcessedData/FMCRB-1050","clip-000","clip-029","1"
"./data/SFS-Static/ProcessedData/BBB-1670","clip-011","clip-006","0"
"./data/SFS-Static/ProcessedData/DOW-1006","clip-020","clip-004","0"
"./data/SFS-Static/ProcessedData/CSRB-2230","clip-021","clip-012","0"
"./data/SFS-Static/ProcessedData/GGB-1025","clip-017","clip-008","0"
"./data/SFS-Static/ProcessedData/EECS-3427","clip-010","clip-003","0"
"./data/SFS-Static/ProcessedData/DOW-2150","clip-008","clip-019","1"
"./data/SFS-Static/ProcessedData/Cooley-2906","clip-015","clip-019","1"
"./data/SFS-Static/ProcessedData/NAME-134","clip-019","clip-017","0"
"./data/SFS-Static/ProcessedData/DOW-1006","clip-001","clip-027","1"
"./data/SFS-Static/ProcessedData/DOW-2150","clip-002","clip-019","1"
"./data/SFS-Static/ProcessedData/GGB-2147","clip-012","clip-002","0"
"./data/SFS-Static/ProcessedData/EWRE-185","clip-017","clip-015","1"
"./data/SFS-Static/ProcessedData/CSRB-2246","clip-019","clip-014","0"
"./data/SFS-Static/ProcessedData/FXB-1012","clip-012","clip-005","0"
"./data/SFS-Static/ProcessedData/FXB-1109","clip-002","clip-007","0"
"./data/SFS-Static/ProcessedData/FMCRB-1050","clip-006","clip-003","1"
"./data/SFS-Static/ProcessedData/DOW-1006","clip-022","clip-001","0"
"./data/SFS-Static/ProcessedData/EECS-1303","clip-014","clip-018","1"
"./data/SFS-Static/ProcessedData/Cooley-2906","clip-003","clip-017","1"
"./data/SFS-Static/ProcessedData/DOW-2150","clip-004","clip-018","1"
"./data/SFS-Static/ProcessedData/BBB-1670","clip-015","clip-007","0"
"./data/SFS-Static/ProcessedData/EECS-1500","clip-006","clip-019","1"
"./data/SFS-Static/ProcessedData/EECS-1005","clip-016","clip-005","0"
"./data/SFS-Static/ProcessedData/GGB-2505","clip-022","clip-021","0"
"./data/SFS-Static/ProcessedData/Chrysler-220","clip-009","clip-012","1"
"./data/SFS-Static/ProcessedData/BBB-1670","clip-003","clip-000","1"
"./data/SFS-Static/ProcessedData/DOW-2150","clip-001","clip-011","1"
"./data/SFS-Static/ProcessedData/CSRB-2246","clip-019","clip-009","0"
"./data/SFS-Static/ProcessedData/DOW-1006","clip-015","clip-009","0"
"./data/SFS-Static/ProcessedData/CSRB-2230","clip-029","clip-000","0"
"./data/SFS-Static/ProcessedData/CSRB-2246","clip-017","clip-018","1"
"./data/SFS-Static/ProcessedData/EECS-1005","clip-001","clip-012","1"
"./data/SFS-Static/ProcessedData/FMCRB-1050","clip-025","clip-001","0"
"./data/SFS-Static/ProcessedData/DOW-1006","clip-000","clip-015","1"
"./data/SFS-Static/ProcessedData/Cooley-2918","clip-014","clip-017","1"
"./data/SFS-Static/ProcessedData/DOW-1010","clip-014","clip-018","0"
"./data/SFS-Static/ProcessedData/DOW-1006","clip-009","clip-017","1"
"./data/SFS-Static/ProcessedData/FMCRB-1050","clip-018","clip-017","0"
"./data/SFS-Static/ProcessedData/EECS-1003","clip-009","clip-019","1"
"./data/SFS-Static/ProcessedData/Chrysler-220","clip-018","clip-004","0"
"./data/SFS-Static/ProcessedData/GGB-2147","clip-010","clip-012","0"
"./data/SFS-Static/ProcessedData/EECS-1500","clip-022","clip-008","0"
"./data/SFS-Static/ProcessedData/GGB-2153","clip-018","clip-001","0"
"./data/SFS-Static/ProcessedData/GGB-2505","clip-012","clip-016","1"
"./data/SFS-Static/ProcessedData/Cooley-2906","clip-018","clip-002","0"
"./data/SFS-Static/ProcessedData/Chrysler-220","clip-010","clip-008","0"
"./data/SFS-Static/ProcessedData/EECS-1311","clip-010","clip-006","0"
"./data/SFS-Static/ProcessedData/EECS-1005","clip-006","clip-016","1"
"./data/SFS-Static/ProcessedData/FXB-1109","clip-014","clip-008","0"
"./data/SFS-Static/ProcessedData/CSRB-2246","clip-012","clip-002","0"
"./data/SFS-Static/ProcessedData/DOW-2150","clip-005","clip-013","1"
"./data/SFS-Static/ProcessedData/FXB-1012","clip-003","clip-011","1"
"./data/SFS-Static/ProcessedData/EECS-1005","clip-016","clip-012","1"
"./data/SFS-Static/ProcessedData/DOW-1010","clip-007","clip-004","1"
"./data/SFS-Static/ProcessedData/EECS-1311","clip-018","clip-006","0"
"./data/SFS-Static/ProcessedData/DOW-1006","clip-006","clip-024","1"
"./data/SFS-Static/ProcessedData/GGB-2153","clip-015","clip-010","0"
"./data/SFS-Static/ProcessedData/GGB-2153","clip-010","clip-011","0"
"./data/SFS-Static/ProcessedData/FXB-1109","clip-019","clip-002","0"
"./data/SFS-Static/ProcessedData/EECS-3427","clip-010","clip-019","0"
"./data/SFS-Static/ProcessedData/FMCRB-1050","clip-004","clip-024","1"
"./data/SFS-Static/ProcessedData/DOW-1006","clip-013","clip-019","1"
"./data/SFS-Static/ProcessedData/BBB-1690","clip-011","clip-010","0"
"./data/SFS-Static/ProcessedData/Chrysler-220","clip-017","clip-002","0"
"./data/SFS-Static/ProcessedData/DOW-1006","clip-018","clip-024","0"
"./data/SFS-Static/ProcessedData/CSRB-2236","clip-008","clip-011","1"
"./data/SFS-Static/ProcessedData/FMCRB-1050","clip-017","clip-025","1"
"./data/SFS-Static/ProcessedData/FMCRB-1050","clip-019","clip-015","0"
"./data/SFS-Static/ProcessedData/EECS-3427","clip-008","clip-018","1"
"./data/SFS-Static/ProcessedData/DOW-1006","clip-001","clip-018","1"
"./data/SFS-Static/ProcessedData/EECS-3427","clip-019","clip-010","1"
"./data/SFS-Static/ProcessedData/FMCRB-1050","clip-027","clip-004","0"
"./data/SFS-Static/ProcessedData/FXB-1032","clip-015","clip-000","0"
"./data/SFS-Static/ProcessedData/Cooley-2918","clip-006","clip-018","1"
"./data/SFS-Static/ProcessedData/EECS-1500","clip-003","clip-020","1"
"./data/SFS-Static/ProcessedData/EECS-1500","clip-005","clip-007","0"
"./data/SFS-Static/ProcessedData/GGB-2147","clip-014","clip-008","0"
"./data/SFS-Static/ProcessedData/EECS-1311","clip-019","clip-014","1"
"./data/SFS-Static/ProcessedData/FXB-1012","clip-019","clip-008","0"
"./data/SFS-Static/ProcessedData/DOW-1006","clip-015","clip-003","0"
"./data/SFS-Static/ProcessedData/CSRB-2230","clip-006","clip-023","1"
"./data/SFS-Static/ProcessedData/Chrysler-220","clip-017","clip-014","0"
"./data/SFS-Static/ProcessedData/CSRB-2230","clip-009","clip-019","1"
"./data/SFS-Static/ProcessedData/FXB-1012","clip-019","clip-011","0"
"./data/SFS-Static/ProcessedData/FXB-1008","clip-020","clip-014","0"
"./data/SFS-Static/ProcessedData/NAME-134","clip-011","clip-012","1"
"./data/SFS-Static/ProcessedData/FMCRB-1050","clip-010","clip-016","1"
"./data/SFS-Static/ProcessedData/FMCRB-1050","clip-020","clip-016","0"
"./data/SFS-Static/ProcessedData/Cooley-2918","clip-003","clip-019","1"
"./data/SFS-Static/ProcessedData/EECS-1005","clip-004","clip-013","1"
"./data/SFS-Static/ProcessedData/GGB-2147","clip-013","clip-018","1"
"./data/SFS-Static/ProcessedData/BBB-1670","clip-019","clip-016","0"
"./data/SFS-Static/ProcessedData/DOW-1013","clip-004","clip-013","1"
"./data/SFS-Static/ProcessedData/BBB-1670","clip-005","clip-014","1"
"./data/SFS-Static/ProcessedData/FXB-1012","clip-009","clip-011","1"
"./data/SFS-Static/ProcessedData/EECS-1303","clip-013","clip-006","0"
"./data/SFS-Static/ProcessedData/DOW-1006","clip-009","clip-016","1"
"./data/SFS-Static/ProcessedData/EECS-1500","clip-013","clip-007","0"
"./data/SFS-Static/ProcessedData/Cooley-2906","clip-003","clip-019","1"
"./data/SFS-Static/ProcessedData/FXB-1012","clip-017","clip-012","0"
"./data/SFS-Static/ProcessedData/GGB-2147","clip-010","clip-009","0"
"./data/SFS-Static/ProcessedData/EECS-1005","clip-008","clip-018","1"
"./data/SFS-Static/ProcessedData/Chrysler-220","clip-019","clip-006","0"
"./data/SFS-Static/ProcessedData/CSRB-2230","clip-017","clip-019","0"
"./data/SFS-Static/ProcessedData/EWRE-185","clip-017","clip-016","1"
"./data/SFS-Static/ProcessedData/DOW-1006","clip-013","clip-027","1"
"./data/SFS-Static/ProcessedData/EWRE-185","clip-019","clip-014","1"
"./data/SFS-Static/ProcessedData/Cooley-2918","clip-013","clip-003","0"
"./data/SFS-Static/ProcessedData/EECS-3427","clip-014","clip-008","0"
"./data/SFS-Static/ProcessedData/Cooley-2906","clip-006","clip-017","1"
"./data/SFS-Static/ProcessedData/EECS-3427","clip-008","clip-015","1"
"./data/SFS-Static/ProcessedData/EECS-1500","clip-001","clip-011","0"
"./data/SFS-Static/ProcessedData/DOW-1013","clip-017","clip-015","0"
"./data/SFS-Static/ProcessedData/EECS-1303","clip-010","clip-002","0"
"./data/SFS-Static/ProcessedData/EECS-1311","clip-012","clip-001","0"
"./data/SFS-Static/ProcessedData/EECS-1005","clip-017","clip-008","0"
"./data/SFS-Static/ProcessedData/BBB-1670","clip-007","clip-017","1"
"./data/SFS-Static/ProcessedData/FXB-1008","clip-019","clip-002","0"
"./data/SFS-Static/ProcessedData/CSRB-2230","clip-003","clip-001","0"
"./data/SFS-Static/ProcessedData/EECS-1303","clip-017","clip-001","0"
"./data/SFS-Static/ProcessedData/FXB-1032","clip-016","clip-014","0"
"./data/SFS-Static/ProcessedData/EECS-1311","clip-014","clip-004","0"
"./data/SFS-Static/ProcessedData/EECS-1500","clip-010","clip-014","1"
"./data/SFS-Static/ProcessedData/EECS-1311","clip-012","clip-016","1"
"./data/SFS-Static/ProcessedData/FMCRB-1050","clip-007","clip-003","1"
"./data/SFS-Static/ProcessedData/EECS-1005","clip-018","clip-010","0"
"./data/SFS-Static/ProcessedData/GGB-2147","clip-019","clip-005","0"
"./data/SFS-Static/ProcessedData/FXB-1012","clip-002","clip-010","1"
"./data/SFS-Static/ProcessedData/EECS-1500","clip-010","clip-016","1"
"./data/SFS-Static/ProcessedData/DOW-2150","clip-017","clip-004","0"
"./data/SFS-Static/ProcessedData/DOW-1010","clip-012","clip-009","0"
"./data/SFS-Static/ProcessedData/DOW-1013","clip-018","clip-009","0"
"./data/SFS-Static/ProcessedData/FXB-1008","clip-007","clip-014","1"
"./data/SFS-Static/ProcessedData/FMCRB-1050","clip-010","clip-026","1"
"./data/SFS-Static/ProcessedData/Cooley-2918","clip-002","clip-019","1"
"./data/SFS-Static/ProcessedData/FMCRB-1050","clip-024","clip-020","0"
"./data/SFS-Static/ProcessedData/CSRB-2236","clip-015","clip-014","0"
"./data/SFS-Static/ProcessedData/EECS-1500","clip-012","clip-014","1"
"./data/SFS-Static/ProcessedData/Cooley-2906","clip-013","clip-014","1"
"./data/SFS-Static/ProcessedData/DOW-1010","clip-004","clip-018","1"
"./data/SFS-Static/ProcessedData/FMCRB-1050","clip-026","clip-011","0"
"./data/SFS-Static/ProcessedData/BBB-1690","clip-002","clip-011","1"
"./data/SFS-Static/ProcessedData/DOW-1013","clip-015","clip-013","1"
"./data/SFS-Static/ProcessedData/GGB-2505","clip-014","clip-019","1"
"./data/SFS-Static/ProcessedData/FXB-1008","clip-011","clip-019","1"
"./data/SFS-Static/ProcessedData/CSRB-2236","clip-012","clip-004","0"
"./data/SFS-Static/ProcessedData/CSRB-2230","clip-010","clip-021","1"
"./data/SFS-Static/ProcessedData/CSRB-2236","clip-010","clip-004","0"
"./data/SFS-Static/ProcessedData/FXB-1032","clip-018","clip-008","0"
"./data/SFS-Static/ProcessedData/BBB-1670","clip-011","clip-013","0"
"./data/SFS-Static/ProcessedData/GGB-2153","clip-000","clip-012","1"
"./data/SFS-Static/ProcessedData/NAME-134","clip-009","clip-014","1"
"./data/SFS-Static/ProcessedData/Cooley-2918","clip-018","clip-016","0"
"./data/SFS-Static/ProcessedData/EECS-1303","clip-000","clip-019","1"
"./data/SFS-Static/ProcessedData/EWRE-185","clip-016","clip-006","0"
"./data/SFS-Static/ProcessedData/DOW-1010","clip-005","clip-012","1"
"./data/SFS-Static/ProcessedData/EWRE-185","clip-018","clip-019","0"
"./data/SFS-Static/ProcessedData/DOW-2150","clip-016","clip-012","0"
"./data/SFS-Static/ProcessedData/FMCRB-1050","clip-025","clip-004","0"
"./data/SFS-Static/ProcessedData/FXB-1012","clip-018","clip-009","0"
"./data/SFS-Static/ProcessedData/FMCRB-1050","clip-018","clip-019","0"
"./data/SFS-Static/ProcessedData/EWRE-185","clip-015","clip-002","0"
"./data/SFS-Static/ProcessedData/EECS-1303","clip-013","clip-016","1"
"./data/SFS-Static/ProcessedData/CSRB-2230","clip-020","clip-000","0"
"./data/SFS-Static/ProcessedData/GGB-2153","clip-017","clip-004","0"
"./data/SFS-Static/ProcessedData/DOW-2150","clip-006","clip-009","1"
"./data/SFS-Static/ProcessedData/DOW-1013","clip-002","clip-018","1"
"./data/SFS-Static/ProcessedData/EECS-1311","clip-004","clip-015","1"
